INSERT INTO Gioco(ID_Gioco, CF_Giocatore, Importo, Vincita , Data_Giocata ,Numero_Scommesso, Colore_Scommesso  ) VALUES 
( "EMB7SMHBOM" ,  TLNYEGIAXYAA8UGJ ,  " " ),
( "F8TEJUZXOS" ,  9SYOWNU9AAVNUG5I ,  8860.93 ,  False ,  "2007/05/14"),
( "P9WLOU4J49" ,  0ZBFNXX8IOKCP216 ,  6168.0 ,  False ,  "2014/06/23"),
( "R5XXYOCWMQ" ,  5IE0O6XPB2RNQHUY ,  6943.33 ,  True ,  "2022/07/03"),
( "HT2NZGVOZO" ,  DBBSPUL9WIBY3LQZ ,  5137.26 ,  True ,  "2001/11/01"),
( "CANA59CRIU" ,  6LAZVK6E8P55WCX0 ,  3937.19 ,  False ,  "2013/07/11"),
( "UO7TKVYNEZ" ,  1E19IH9SRUAHVXHG ,  9060.92 ,  True ,  "1992/04/11"),
( "SNC09CR9YK" ,  N3GX5S0JXKW7IF8D ,  2321.01 ,  False ,  "2003/02/05"),
( "WTBN3XK9TL" ,  DJLSVF6QIIVGKYA5 ,  3264.21 ,  True ,  "2011/09/27"),
( "S2MFZPBN4U" ,  GZ7XGOGG1BUC7NYI ,  3204.27 ,  True ,  "2003/11/19"),
( "JJCZAY633Y" ,  ME5VHLOOIGTOK6OX ,  9998.43 ,  False ,  "2000/11/16"),
( "Y5A7AEBVMR" ,  WJ0LL12H0IWGE4VX ,  3143.58 ,  True ,  "2014/07/27"),
( "Q5JUKTDSC0" ,  C6MO28NFSYJLWRT7 ,  1036.2 ,  False ,  "1994/04/05"),
( "7UO680GM79" ,  T8AGWBSGVQN2FV7N ,  5060.91 ,  True ,  "2000/03/18"),
( "ZVAWR73AAY" ,  FS7G4TOOMLEOZOLI ,  8226.48 ,  False ,  "2018/05/05"),
( "U9GAI5JAY1" ,  CP47RTR9BAV3NO0H ,  1120.49 ,  False ,  "2014/02/20"),
( "U9GAI5JAY1" ,  B5F2LZLGB7VQ1OBR ,  7321.86 ,  False ,  "2011/03/26"),
( "F2X5FRTD8R" ,  NC0YMG8ZOM5URBXG ,  8848.09 ,  False ,  "2004/02/19"),
( "Y0EV2NTILU" ,  4SML25VSVPJHXYHU ,  6479.59 ,  False ,  "1999/10/07"),
( "O9O4BAZH89" ,  YUM12IZHN5W4FCAX ,  5302.4 ,  True ,  "2019/12/10"),
( "2KJY50MYB4" ,  4GPVS1J4MD9D8TQ7 ,  103.69 ,  True ,  "2016/12/22"),
( "2M1KTVHQX8" ,  91CC6KOLEWWMHFPB ,  4095.89 ,  False ,  "2015/05/21"),
( "GQTQMTVHAP" ,  GIZD2XONJO0WOVOW ,  803.94 ,  True ,  "2019/08/19"),
( "JKQX7GDGN8" ,  OGTIETKDDQYSZAGI ,  4839.61 ,  True ,  "2008/08/30"),
( "FVY7F9MJ0M" ,  GZ7XGOGG1BUC7NYI ,  5551.44 ,  False ,  "1995/11/20"),
( "N1RGC1HEXL" ,  58OKLSZ8U15DFBL8 ,  9490.88 ,  True ,  "2008/10/09"),
( "SWQZP6VYTH" ,  LIWTH1AHGYDJASYC ,  7202.46 ,  True ,  "1990/11/22"),
( "QXRJ6NITRL" ,  ZX1LHZDS2GT93DJH ,  605.2 ,  True ,  "2003/01/25"),
( "YVMM6NTYAE" ,  LZ361NAOHRKECFVE ,  4360.14 ,  False ,  "2002/08/10"),
( "0CD7BNEC8N" ,  FQBHRTIVBYKJLC6F ,  7294.58 ,  True ,  "2009/06/28"),
( "CANA59CRIU" ,  MAZRQWOPPVF90F8F ,  8682.96 ,  True ,  "2010/01/16"),
( "VKZ1GY6AU3" ,  IXA8PKZULFB26JPH ,  2058.96 ,  True ,  "2009/05/10"),
( "WHYN0KSWXR" ,  AWX0E7EA3XIK0WHF ,  4124.61 ,  True ,  "1991/09/24"),
( "VVN341OO32" ,  5FM392QUR4F68FWY ,  1869.74 ,  False ,  "2005/07/27"),
( "120BUHRFJS" ,  OOIV0ZLQWQMXHCA0 ,  1971.72 ,  True ,  "2002/11/07"),
( "T164DYYO6E" ,  51TNZTG0UV1OENZA ,  2658.12 ,  True ,  "2006/08/11"),
( "5EZVDSQ2F8" ,  INUBITFYRSMK0BNE ,  4554.3 ,  True ,  "2020/09/23"),
( "1G28R3JKN8" ,  D1PSIM3H71I7YE8L ,  2463.05 ,  True ,  "2008/05/27"),
( "EIJ8SNEX6Z" ,  BBC95UVGIGD5MZUL ,  7814.08 ,  True ,  "2019/08/07"),
( "L74BSNXBJN" ,  ME5VHLOOIGTOK6OX ,  6920.75 ,  True ,  "1997/12/18"),
( "G2SRDTUHG1" ,  U02Y8N06OSXBUFVF ,  1893.58 ,  True ,  "2004/07/05"),
( "6Y2ATI70K3" ,  TLNYEGIAXYAA8UGJ ,  5605.23 ,  False ,  "2015/02/17"),
( "WNE3QVFFX7" ,  5GJCL0KY0MMJDG7Y ,  6840.8 ,  True ,  "2007/09/27"),
( "HO84FHY8GJ" ,  9SYOWNU9AAVNUG5I ,  4977.34 ,  True ,  "2011/08/05"),
( "4GLVLYX6LB" ,  BU7WAS61HP8POUUV ,  5775.98 ,  False ,  "2008/09/28"),
( "Q7VRS04LNA" ,  6YTYRG6IBNSACW8L ,  5583.76 ,  False ,  "2010/12/15"),
( "PG1XWB7PLP" ,  6YTYRG6IBNSACW8L ,  7467.36 ,  False ,  "1991/03/01"),
( "120BUHRFJS" ,  LZ361NAOHRKECFVE ,  8768.09 ,  False ,  "2014/04/06"),
( "P9WLOU4J49" ,  ESJP4TN87CPRKV9K ,  522.89 ,  False ,  "2012/01/26"),
( "S56T4EMHUA" ,  2SB2FBQS42BOO9HQ ,  1456.56 ,  True ,  "2015/02/03"),
( "LK8ZL1XGS6" ,  EA6FLYMXXZ8GT9L7 ,  9842.23 ,  False ,  "2013/06/05"),
( "TZ5L621WGS" ,  ETV9UZDIU5NS2HKU ,  4096.84 ,  False ,  "2013/04/14"),
( "CF4B3244XK" ,  2SB2FBQS42BOO9HQ ,  2562.31 ,  False ,  "2007/03/03"),
( "VZQ0Q6U1IB" ,  1E19IH9SRUAHVXHG ,  5434.01 ,  True ,  "1995/10/29"),
( "JJCZAY633Y" ,  MAZRQWOPPVF90F8F ,  453.59 ,  False ,  "2002/12/19"),
( "Y9YWDYB6NE" ,  HT31PM5WFG34N3AI ,  283.74 ,  False ,  "1990/06/28"),
( "L0S3JULZ18" ,  DE62HKF3TPH3BEGZ ,  4530.23 ,  False ,  "2007/05/26"),
( "LETTR57EOI" ,  LL9FNXQYJO21UL0W ,  7775.55 ,  False ,  "2006/12/15"),
( "6Y2ATI70K3" ,  RN7USGDO12SG40UP ,  8156.4 ,  False ,  "1993/08/15"),
( "Q7VRS04LNA" ,  OS4KPWL93EWYR91S ,  3930.59 ,  True ,  "2014/11/29"),
( "OYT0BW3CYI" ,  2CTKC5MPQVQX5FXB ,  3130.21 ,  True ,  "2017/04/13"),
( "O261ZHNL4P" ,  NYVXZY3LEARPUT27 ,  9857.09 ,  True ,  "1999/06/16"),
( "XJAH19U2EL" ,  YIE66HFMP9584GRW ,  2490.0 ,  True ,  "2008/04/05"),
( "2JZRD0BQPB" ,  94E6T3A1LJKRBAOQ ,  3155.95 ,  True ,  "1996/03/13"),
( "YUNPHOW3O7" ,  F3FIV7FPIE1ABOET ,  6562.26 ,  True ,  "2000/01/25"),
( "IZJ6GFQGHV" ,  60BSNS5IWERIITJH ,  5219.65 ,  True ,  "2007/09/12"),
( "UJAHU6LFRO" ,  TG51FQBWK0VRCWFE ,  2671.36 ,  False ,  "2006/06/02"),
( "E37WWRU9S2" ,  IQH6X58MJYDXRGJC ,  4842.9 ,  False ,  "2010/09/09"),
( "U7NU42M4G7" ,  58OKLSZ8U15DFBL8 ,  8121.72 ,  False ,  "2019/03/26"),
( "9HDLO2FZR0" ,  DI2VQMUZLF3B6PWX ,  3805.67 ,  True ,  "2014/06/05"),
( "20PQR7GCF0" ,  LVP1I83NS93IHIJF ,  6301.06 ,  False ,  "1996/07/16"),
( "GQTQMTVHAP" ,  D1PSIM3H71I7YE8L ,  7485.47 ,  True ,  "1991/03/09"),
( "PG1XWB7PLP" ,  OGTIETKDDQYSZAGI ,  5156.04 ,  True ,  "2000/12/07"),
( "15CZ7IPVDU" ,  3O0QWWTZIRWUGBIG ,  458.77 ,  False ,  "2005/08/16"),
( "VVN341OO32" ,  FS7G4TOOMLEOZOLI ,  6927.76 ,  True ,  "1993/05/30"),
( "277AX7CYAC" ,  3LC9MOMBUYMARBUW ,  1705.0 ,  True ,  "2011/01/05"),
( "1G28R3JKN8" ,  94E6T3A1LJKRBAOQ ,  1861.71 ,  True ,  "2015/12/17"),
( "UJAHU6LFRO" ,  E8QSKL9SUF3AYJYG ,  8629.02 ,  False ,  "1990/02/21"),
( "TIIZYQV9WV" ,  OKBJQDMJTK6QWLBR ,  3063.66 ,  False ,  "2006/01/10"),
( "YZOY1JUX44" ,  V9BLWJZMTPNQJWRK ,  4740.51 ,  False ,  "2002/02/09"),
( "II3NLIZ1GH" ,  DBBSPUL9WIBY3LQZ ,  3404.65 ,  True ,  "1995/07/07"),
( "MJ21PDM34N" ,  ZPCX5NDK45K7HHWC ,  8925.14 ,  True ,  "2022/08/25"),
( "U7NU42M4G7" ,  0VEES18MQY6Q2FJP ,  4725.8 ,  False ,  "2019/04/24"),
( "4C1UA7T0JP" ,  E65Y78CX9B3QEGXX ,  9022.3 ,  True ,  "2003/12/17"),
( "MKTK7R2YCJ" ,  AIH7IX7NGTSE3YGE ,  3387.23 ,  False ,  "1997/08/05"),
( "VKZ1GY6AU3" ,  DE62HKF3TPH3BEGZ ,  2852.7 ,  True ,  "2017/09/18"),
( "35NMCRFPYX" ,  ZX1LHZDS2GT93DJH ,  9558.11 ,  False ,  "2010/10/12"),
( "BRIPDS391K" ,  5FM392QUR4F68FWY ,  6427.85 ,  False ,  "1998/08/28"),
( "OZ6N1I69S4" ,  C6MO28NFSYJLWRT7 ,  5875.1 ,  False ,  "1992/09/16"),
( "LS8HT650SS" ,  ETV9UZDIU5NS2HKU ,  2945.07 ,  False ,  "2017/02/16"),
( "4C1UA7T0JP" ,  YPDZW7M7XWXPVI28 ,  9849.16 ,  False ,  "1998/11/06"),
( "19DQJ8AFY9" ,  AWX0E7EA3XIK0WHF ,  6495.9 ,  True ,  "2014/04/07"),
( "S44RTV1BO8" ,  E8QSKL9SUF3AYJYG ,  2821.27 ,  False ,  "2010/07/12"),
( "HO84FHY8GJ" ,  FS7G4TOOMLEOZOLI ,  3386.14 ,  True ,  "2007/06/07"),
( "79M9BHJIRM" ,  C7UL58WEK5JJS41E ,  4633.0 ,  True ,  "2020/04/07"),
( "FIC5WEKAB4" ,  25BR6IBFS3FRMKL9 ,  9447.88 ,  True ,  "2006/11/24"),
( "S8KCEQ4549" ,  X654BL4GL0FBXRQ4 ,  263.22 ,  False ,  "2004/02/05"),
( "YSE6MAKBFY" ,  C09KREM57P264FN1 ,  1970.49 ,  True ,  "2009/04/02"),
( "Y9YJ1Q87F6" ,  FL03D97HLPCJW3A3 ,  4691.44 ,  False ,  "1996/11/27"),
( "TAW6LP3WB5" ,  MAZRQWOPPVF90F8F ,  2443.84 ,  True ,  "2001/10/09"),
( "IWOS1LOD1A" ,  YU00405GM0NYV8XI ,  2536.22 ,  True ,  "2021/01/28"),
( "Y18PAKAX1W" ,  4CRMB63P1PI9TE4E ,  7535.65 ,  True ,  "1994/11/15"),
( "6Q4BURK9RT" ,  Q786E7KMJKVEVIYI ,  1806.15 ,  False ,  "2010/09/08"),
( "2JZRD0BQPB" ,  DJLSVF6QIIVGKYA5 ,  1627.31 ,  True ,  "2021/01/23"),
( "QGTOOKBRHB" ,  YIE66HFMP9584GRW ,  9876.41 ,  True ,  "1995/01/22"),
( "JXK4SI4ZLU" ,  FS7G4TOOMLEOZOLI ,  4428.72 ,  True ,  "2020/07/05"),
( "BHH7MC9MYR" ,  LYPA01TOJ2VWRQMX ,  944.5 ,  True ,  "2008/02/23"),
( "L0C4TGZ2H3" ,  027IIGYLTFLKS9I7 ,  4418.41 ,  True ,  "1999/03/14"),
( "77Q9GUJKCP" ,  3O0QWWTZIRWUGBIG ,  2431.25 ,  False ,  "2004/10/11"),
( "DU16ECNDVF" ,  5IE0O6XPB2RNQHUY ,  6089.37 ,  True ,  "2015/06/17"),
( "FRFB2FTI2P" ,  2SB2FBQS42BOO9HQ ,  7898.37 ,  False ,  "2012/10/05"),
( "7CUVIXNT6V" ,  VK2SGEFJH1RT0V2P ,  2616.87 ,  False ,  "2018/12/26"),
( "Y5A7AEBVMR" ,  7ZQYQ0KSW8Y3CPGF ,  7946.72 ,  False ,  "2014/09/05"),
( "NFH8K3C4BM" ,  FS7G4TOOMLEOZOLI ,  4312.3 ,  True ,  "2006/08/17"),
( "Y18PAKAX1W" ,  CIC81RV5U91D4TTN ,  9189.68 ,  True ,  "1993/09/21"),
( "ZA5KU77LAN" ,  AJVR3H113LCABV5I ,  9665.61 ,  False ,  "2008/03/15"),
( "U7NU42M4G7" ,  HCJ25HMEKB4NBK0V ,  6377.45 ,  True ,  "2017/10/28"),
( "SNC09CR9YK" ,  C6MO28NFSYJLWRT7 ,  7202.35 ,  False ,  "1995/11/07"),
( "U7NU42M4G7" ,  EYYCLJAIL97HWJA8 ,  3314.21 ,  False ,  "1996/08/27"),
( "BDJN432B89" ,  ZDPT2MEEQKXI9ERY ,  7431.7 ,  True ,  "1998/12/28"),
( "2WLIVPSFK7" ,  EA6FLYMXXZ8GT9L7 ,  3870.75 ,  False ,  "2000/06/02"),
( "EC2BQXP2IM" ,  QYIEDTD61PYWY1B3 ,  2804.15 ,  False ,  "1992/09/27"),
( "N4DXWH0FXI" ,  Z59B8YYWW6C0OBB6 ,  4419.16 ,  False ,  "1997/09/09"),
( "QGTOOKBRHB" ,  RPRY0NE49Y533BTZ ,  6565.04 ,  False ,  "2001/07/02"),
( "GOUEJICDE3" ,  UH9LZUSZUFM1YECW ,  506.23 ,  False ,  "1990/06/29"),
( "L5XFFWDO1Y" ,  WJ0LL12H0IWGE4VX ,  6100.67 ,  True ,  "2003/10/06"),
( "19DQJ8AFY9" ,  EA6FLYMXXZ8GT9L7 ,  3929.22 ,  True ,  "2012/12/21"),
( "QCQKS6ZDLN" ,  J3A5JSZ933Q7YWPH ,  4520.33 ,  False ,  "2006/02/11"),
( "AIQYLIZBWN" ,  BDOX8U1KGXCKYGJ2 ,  2663.94 ,  False ,  "1998/08/27"),
( "W7ZSSIUYEG" ,  8IUUNZ9OK334BV7N ,  7486.26 ,  False ,  "2003/11/12"),
( "ZEC8AN05RO" ,  PHABFXZOP35B4CI3 ,  6082.34 ,  False ,  "2021/12/26"),
( "Y7QLTS5E6U" ,  H0T43WT4077NZRO1 ,  3941.66 ,  False ,  "1992/09/26"),
( "MVT3F6FG10" ,  8IUUNZ9OK334BV7N ,  3076.3 ,  True ,  "1998/06/04"),
( "VXFNMCUY8D" ,  1BGXJXZ9YTS2PRPF ,  4444.32 ,  False ,  "1991/03/17"),
( "FIC5WEKAB4" ,  94E6T3A1LJKRBAOQ ,  3208.34 ,  False ,  "2019/08/20"),
( "QB55GJC3KH" ,  LQK59TVD327J9XAJ ,  9773.1 ,  True ,  "2022/03/28"),
( "B0QOK05XBI" ,  MFZ6HKQKJ7G9Y793 ,  6253.69 ,  False ,  "1993/07/03"),
( "XMMM7PYLSG" ,  R3RBJATNUTJ4D55X ,  3560.38 ,  True ,  "1997/07/25"),
( "PG1XWB7PLP" ,  1BGXJXZ9YTS2PRPF ,  5506.37 ,  False ,  "2013/02/24"),
( "R5XXYOCWMQ" ,  VIXUDO35CIN0PWCV ,  3427.83 ,  True ,  "2019/03/05"),
( "F8TEJUZXOS" ,  AJVR3H113LCABV5I ,  1706.2 ,  False ,  "2018/09/16"),
( "SCCCRRWPQF" ,  6WIT4EPP6Q3OGORZ ,  3413.69 ,  True ,  "2007/06/10"),
( "XGONBHZ2W1" ,  J611D1VJ11NQ4BUD ,  1121.22 ,  True ,  "2018/03/08"),
( "JXK4SI4ZLU" ,  6MV4QNV44HZU0KTW ,  9732.89 ,  True ,  "2005/10/11"),
( "K444OAE2GS" ,  TG51FQBWK0VRCWFE ,  892.32 ,  True ,  "1999/11/01"),
( "LK8ZL1XGS6" ,  60BSNS5IWERIITJH ,  4369.86 ,  True ,  "2005/06/19"),
( "52SRISQ8RK" ,  FKO00SLJ1KKS5QD0 ,  7817.98 ,  False ,  "2005/03/10"),
( "7681HELY3S" ,  UUW2BGRCPAK4A7R2 ,  8227.57 ,  False ,  "2014/09/02"),
( "4C1UA7T0JP" ,  1GTYVFXJPZMU4BNN ,  6569.6 ,  True ,  "2005/01/30"),
( "6VVQ7VYPIL" ,  FQBHRTIVBYKJLC6F ,  4931.19 ,  False ,  "2008/06/18"),
( "HVFNUG749M" ,  U02Y8N06OSXBUFVF ,  4439.43 ,  True ,  "2015/03/03"),
( "NFH8K3C4BM" ,  HTEZFDOKC9SPK4FF ,  6113.62 ,  False ,  "2009/02/10"),
( "A3284KS7TG" ,  E8QSKL9SUF3AYJYG ,  9600.66 ,  True ,  "1996/04/09"),
( "XHIX6YE0NJ" ,  N92ER6XB5A5L365A ,  9435.0 ,  True ,  "2020/08/19"),
( "VFU1YPEDJ9" ,  ONB3RWJW80XI7MMN ,  8520.55 ,  False ,  "1992/07/23"),
( "VZQ0Q6U1IB" ,  U02Y8N06OSXBUFVF ,  5142.15 ,  False ,  "2017/07/15"),
( "S56T4EMHUA" ,  LIWTH1AHGYDJASYC ,  9815.95 ,  False ,  "2016/10/13"),
( "II3NLIZ1GH" ,  MAZRQWOPPVF90F8F ,  5801.06 ,  False ,  "2022/03/15"),
( "YSE6MAKBFY" ,  CS9F0EUMRAMBIXP4 ,  7700.66 ,  True ,  "2000/05/04"),
( "CDYA2600P2" ,  ONB3RWJW80XI7MMN ,  5423.77 ,  False ,  "2007/06/30"),
( "Z4ZEZZQYG6" ,  Z7RB79ZR099UJZPD ,  9241.53 ,  True ,  "1993/03/02"),
( "1XNRI0F54C" ,  C6MO28NFSYJLWRT7 ,  7819.45 ,  True ,  "2001/09/07"),
( "HLGUUF6H6X" ,  NG5VKC0036EUR0PL ,  7668.41 ,  False ,  "1996/04/06"),
( "0A1K3LLP9P" ,  STIF389PUU44E4PN ,  1432.52 ,  True ,  "2001/12/10"),
( "IUXWWQW8B0" ,  8XBXVXKXIHLAV95S ,  3093.19 ,  False ,  "1999/06/19"),
( "WHYN0KSWXR" ,  OS4KPWL93EWYR91S ,  8490.61 ,  False ,  "2007/05/29"),
( "15CZ7IPVDU" ,  TAQ2H7RG7N5U8WWO ,  9237.15 ,  True ,  "2008/09/28"),
( "N36BDAG3XK" ,  CF1I55DSUYXIW389 ,  6289.79 ,  False ,  "2009/10/13"),
( "TIWFLH7KE1" ,  TNTJRY0Y6QVDYJIO ,  9228.29 ,  False ,  "1991/06/18"),
( "G9Q5RWWZZ3" ,  6PWA5PI0PTB33O8I ,  6585.13 ,  False ,  "1996/09/28"),
( "VZQ0Q6U1IB" ,  8XBXVXKXIHLAV95S ,  9270.95 ,  False ,  "2004/04/12"),
( "XHIX6YE0NJ" ,  BU7WAS61HP8POUUV ,  3622.72 ,  True ,  "2005/08/03"),
( "CANA59CRIU" ,  TNTJRY0Y6QVDYJIO ,  6019.53 ,  False ,  "2008/07/18"),
( "V6KGFIAST1" ,  AZHL4HV9Z6G5PL33 ,  4600.27 ,  True ,  "1990/05/01"),
( "IJ9FETYJC5" ,  U2KFZIP73DJ8A4QS ,  3337.64 ,  False ,  "2005/09/03"),
( "9HDLO2FZR0" ,  4TY9213OPE5D4OOZ ,  201.09 ,  True ,  "1995/10/19"),
( "A3284KS7TG" ,  6LAZVK6E8P55WCX0 ,  1351.84 ,  False ,  "1992/08/11"),
( "HT2NZGVOZO" ,  PBJSRW7T3PVS08DZ ,  5862.01 ,  False ,  "2017/03/25"),
( "IZNDJ8ES2K" ,  FGU7EBGWH2D15VYW ,  3702.65 ,  False ,  "2020/12/13"),
( "C178W7PDKN" ,  DJLSVF6QIIVGKYA5 ,  1945.98 ,  False ,  "1990/09/18"),
( "QGTOOKBRHB" ,  F3FIV7FPIE1ABOET ,  9409.77 ,  True ,  "2022/12/06"),
( "WTBN3XK9TL" ,  0ZBFNXX8IOKCP216 ,  7011.99 ,  False ,  "2020/07/20"),
( "A1H1VROVR7" ,  J611D1VJ11NQ4BUD ,  1077.04 ,  True ,  "1995/06/14"),
( "S44RTV1BO8" ,  DI2VQMUZLF3B6PWX ,  5779.2 ,  False ,  "2002/03/01"),
( "EC2BQXP2IM" ,  P9W504ZVBYZ0GT18 ,  1711.59 ,  True ,  "2010/01/05"),
( "LGJQ0TR0KW" ,  TZ54FLOSVZ87Y3PD ,  6812.96 ,  True ,  "1996/11/05"),
( "YO7GMAZW00" ,  DI2VQMUZLF3B6PWX ,  7075.8 ,  False ,  "1998/04/11"),
( "D2BJIQZR10" ,  FS7G4TOOMLEOZOLI ,  2979.29 ,  False ,  "2011/11/11"),
( "B9H49FMRV2" ,  C3DPSJ8LZZN8WGJE ,  8508.48 ,  False ,  "2022/12/20"),
( "AWDIG20PTY" ,  4GPVS1J4MD9D8TQ7 ,  5923.35 ,  True ,  "2019/08/11"),
( "H922HPOW86" ,  2CTKC5MPQVQX5FXB ,  6428.37 ,  False ,  "2002/03/22"),
( "VEP4G04U4N" ,  B904G9L28VO11CPO ,  8290.65 ,  False ,  "2003/12/28"),
( "RVWSTLNHT0" ,  SJA6B4V4WPJFHY65 ,  9167.94 ,  False ,  "2008/12/06"),
( "TJAWA0P7A3" ,  Q7320A3R7A6XK1YT ,  1840.08 ,  False ,  "2008/08/19"),
( "GS07YBVMNN" ,  LZ361NAOHRKECFVE ,  6951.27 ,  False ,  "2014/12/11"),
( "VFU1YPEDJ9" ,  C7UL58WEK5JJS41E ,  7131.66 ,  False ,  "2000/12/12"),
( "AE1MY86SMM" ,  OS4KPWL93EWYR91S ,  8468.97 ,  True ,  "2010/12/20"),
( "3735C617HO" ,  B5F2LZLGB7VQ1OBR ,  5912.59 ,  False ,  "1999/02/21"),
( "Y7QLTS5E6U" ,  OV4OA5XJORGS9RQ6 ,  6000.22 ,  False ,  "1999/12/10"),
( "O9O4BAZH89" ,  U02Y8N06OSXBUFVF ,  9016.84 ,  False ,  "1991/10/07"),
( "AM56PEZLLX" ,  7OI0FG01OI2C25NN ,  1498.81 ,  True ,  "2015/02/19"),
( "BRIPDS391K" ,  OPA43JH7ZOA2NVIS ,  2566.99 ,  True ,  "2013/10/25"),
( "PG47OGI51Z" ,  M7B69CUC8TJS1IVC ,  4433.25 ,  False ,  "2022/02/08"),
( "S2MFZPBN4U" ,  7ZQYQ0KSW8Y3CPGF ,  6196.67 ,  False ,  "2008/12/18"),
( "HC8SESLPMP" ,  HCJ25HMEKB4NBK0V ,  651.89 ,  False ,  "2009/06/20"),
( "7866F40HZN" ,  UH9LZUSZUFM1YECW ,  5025.05 ,  False ,  "2012/03/21"),
( "OYT0BW3CYI" ,  OPA43JH7ZOA2NVIS ,  6024.9 ,  False ,  "2000/02/08"),
( "Q5JUKTDSC0" ,  0VEES18MQY6Q2FJP ,  8030.07 ,  True ,  "2019/02/03"),
( "Y1DI6XH70J" ,  27J9FMGE1UKUBJ8T ,  9453.52 ,  False ,  "2011/10/25"),
( "1CXFX1AGG6" ,  1GTYVFXJPZMU4BNN ,  2942.81 ,  True ,  "1992/04/07"),
( "G1RLX6H2VQ" ,  25BR6IBFS3FRMKL9 ,  115.94 ,  True ,  "2011/11/29"),
( "A3284KS7TG" ,  DBBSPUL9WIBY3LQZ ,  2805.46 ,  False ,  "2020/07/30"),
( "P6EZB6HY6V" ,  7U7E1LS9FPPH8LF7 ,  5363.89 ,  False ,  "1993/11/15"),
( "IWOS1LOD1A" ,  1BGXJXZ9YTS2PRPF ,  5648.02 ,  True ,  "1999/06/07"),
( "1CXFX1AGG6" ,  3B5YYC9ONCYK1EJ3 ,  5395.68 ,  True ,  "2006/10/11"),
( "PG1XWB7PLP" ,  M90B3R176QYXPGLK ,  7540.43 ,  False ,  "1997/10/15"),
( "S568ABORLD" ,  IQH6X58MJYDXRGJC ,  6336.04 ,  False ,  "2013/09/13"),
( "6EME7ALZFC" ,  60BSNS5IWERIITJH ,  5958.88 ,  False ,  "1998/08/22"),
( "A8RHZE923D" ,  4GPVS1J4MD9D8TQ7 ,  642.78 ,  False ,  "2016/07/04"),
( "O261ZHNL4P" ,  MFZ6HKQKJ7G9Y793 ,  9703.07 ,  False ,  "2012/12/15"),
( "T164DYYO6E" ,  3RLAJGRDH8YUEEUI ,  993.4 ,  True ,  "2013/06/12"),
( "Y18PAKAX1W" ,  GZ7XGOGG1BUC7NYI ,  9424.45 ,  True ,  "2019/01/21"),
( "11BW8J55QL" ,  MZW1AI5OZY4IS7BI ,  6164.7 ,  False ,  "2019/07/13"),
( "9TOIILV1YS" ,  51TNZTG0UV1OENZA ,  7115.54 ,  True ,  "2014/02/14"),
( "WTBN3XK9TL" ,  AWX0E7EA3XIK0WHF ,  2216.14 ,  True ,  "2004/04/05"),
( "9JEZ7CTCKL" ,  0ZBFNXX8IOKCP216 ,  1770.12 ,  False ,  "2007/11/27"),
( "3735C617HO" ,  6LAZVK6E8P55WCX0 ,  3327.47 ,  False ,  "1998/12/08"),
( "TJAWA0P7A3" ,  4TD9G0KLJ0RWS1F9 ,  7220.06 ,  True ,  "2018/09/10"),
( "6FU0H6ISRS" ,  C09KREM57P264FN1 ,  7523.34 ,  False ,  "1992/11/14"),
( "8YRVD1VZNY" ,  LPPJVD84TEY2N3FB ,  336.8 ,  False ,  "1997/09/11"),
( "GQTQMTVHAP" ,  OOIV0ZLQWQMXHCA0 ,  1748.23 ,  False ,  "1990/09/21"),
( "NTAEHJDKJ6" ,  3B5YYC9ONCYK1EJ3 ,  9333.8 ,  True ,  "2012/01/29"),
( "VVN341OO32" ,  1E19IH9SRUAHVXHG ,  9020.04 ,  True ,  "1990/06/02"),
( "NTAEHJDKJ6" ,  4GPVS1J4MD9D8TQ7 ,  8042.76 ,  True ,  "2009/11/12"),
( "Q5JUKTDSC0" ,  0THNKDM4FMWBL9F4 ,  986.83 ,  True ,  "2016/11/23"),
( "0HRFG7H20S" ,  BBC95UVGIGD5MZUL ,  2109.87 ,  True ,  "2017/11/12"),
( "YVMM6NTYAE" ,  SXOOKYS5AXVYAGQ3 ,  8634.1 ,  False ,  "2007/12/02"),
( "S8KCEQ4549" ,  AIH7IX7NGTSE3YGE ,  6475.62 ,  True ,  "2010/05/03"),
( "SBFRUGWUTJ" ,  5FM392QUR4F68FWY ,  9060.34 ,  False ,  "2010/05/23"),
( "R5XXYOCWMQ" ,  XEPYU8XR6ESFD97W ,  6552.7 ,  False ,  "2008/10/08"),
( "A8WT4C3MPR" ,  3ZIHL7187SGGN8R1 ,  5421.36 ,  False ,  "2008/02/18"),
( "B0QOK05XBI" ,  6LAZVK6E8P55WCX0 ,  1068.36 ,  False ,  "2006/01/24"),
( "FIC5WEKAB4" ,  1E19IH9SRUAHVXHG ,  1460.01 ,  True ,  "2017/08/22"),
( "7866F40HZN" ,  D1PSIM3H71I7YE8L ,  7954.21 ,  False ,  "2013/06/09"),
( "N1RGC1HEXL" ,  N3GX5S0JXKW7IF8D ,  2872.98 ,  False ,  "1996/01/18"),
( "CANA59CRIU" ,  FGU7EBGWH2D15VYW ,  1756.2 ,  False ,  "1997/06/01"),
( "8YRVD1VZNY" ,  3ZIHL7187SGGN8R1 ,  6230.77 ,  False ,  "2013/08/26"),
( "SNC09CR9YK" ,  6PWA5PI0PTB33O8I ,  486.46 ,  False ,  "1994/04/13"),
